provider_id,specialty,region,beneficiary_count,claims_per_beneficiary,avg_allowed_amount,risk_adjustment_score,high_level_code_rate,duplicate_claim_rate,modifier_59_rate,weekend_service_rate,denial_rate,referral_concentration,peer_z_allowed,total_allowed_amount,injected_typology,review_flag
NPI2000005055,DME Supplier,South,94,3.22,334.12,1.12,0.159,0.006,0.126,0.037,0.142,0.083,0.14,113269.87,No injected typology,0
NPI2000005056,Oncology,Northeast,180,5.99,1055.94,0.95,0.931,0.098,0.073,0.062,0.124,0.183,4.57,1077094.31,Upcoding,1
NPI2000005057,DME Supplier,Northeast,80,5.69,278.32,1.08,0.267,0.02,0.019,0.034,0.032,0.238,0.27,137382.02,No injected typology,0
NPI2000005058,Lab,Northeast,128,6.0,255.69,1.21,0.202,0.01,0.078,0.066,0.072,0.081,0.92,237213.12,No injected typology,0
NPI2000005059,Pain Management,South,103,5.22,465.44,0.82,0.67,0.096,0.144,0.195,0.158,0.285,-0.74,204459.52,No injected typology,0
NPI2000005060,Cardiology,South,242,6.46,560.88,0.84,0.263,0.068,0.571,0.021,0.019,0.25,3.8,740254.9,Unbundling/modifier abuse,1
NPI2000005061,Pain Management,South,389,7.05,236.93,1.14,0.191,0.001,0.016,0.07,0.077,0.309,-1.63,738587.13,No injected typology,0
NPI2000005062,Internal Medicine,West,573,5.74,411.71,1.2,0.162,0.042,0.171,0.177,0.171,0.055,0.47,1624382.01,No injected typology,0
NPI2000005063,Orthopedics,Midwest,70,5.78,342.46,1.02,0.083,0.092,0.107,0.045,0.031,0.174,0.7,141114.62,No injected typology,0
NPI2000005064,Cardiology,Midwest,232,6.65,286.97,1.17,0.106,0.101,0.007,0.058,0.067,0.504,1.0,520016.76,No injected typology,0
NPI2000005065,Pain Management,West,140,6.46,323.11,1.0,0.28,0.019,0.088,0.037,0.13,0.295,0.84,293214.2,No injected typology,0
NPI2000005066,Internal Medicine,South,200,6.39,542.95,0.93,0.074,0.023,0.075,0.083,0.102,0.416,-0.01,642938.53,No injected typology,0
NPI2000005067,Pain Management,Midwest,64,7.41,217.44,1.27,0.305,0.056,0.118,0.133,0.002,0.245,-0.86,131434.36,No injected typology,0
NPI2000005068,DME Supplier,Midwest,47,5.85,370.8,0.55,0.171,0.032,0.051,0.021,0.128,0.487,0.4,56064.98,No injected typology,0
NPI2000005069,Oncology,Midwest,72,7.24,321.75,1.33,0.277,0.021,0.083,0.127,0.134,0.474,0.14,223301.52,No injected typology,0
NPI2000005070,Oncology,South,352,9.55,442.42,1.31,0.333,0.071,0.125,0.066,0.071,0.406,0.01,1953861.03,No injected typology,0
NPI2000005071,Home Health,Midwest,75,5.51,205.57,1.01,0.108,0.048,0.095,0.048,0.006,0.221,-0.44,85621.56,No injected typology,0
NPI2000005072,Pain Management,Midwest,271,5.78,386.37,0.94,0.138,0.039,0.053,0.016,0.047,0.271,-0.14,569272.15,No injected typology,0
NPI2000005073,Radiology,South,163,6.85,681.54,1.1,0.295,0.053,0.769,0.069,0.154,0.668,3.28,838077.69,Unbundling/modifier abuse,1
NPI2000005074,Oncology,South,253,7.48,490.53,1.06,0.36,0.021,0.021,0.093,0.056,0.346,1.39,988974.85,No injected typology,0
NPI2000005075,Home Health,South,124,8.57,486.15,1.04,0.302,0.042,0.093,0.032,0.212,0.255,-0.46,536922.84,No injected typology,0
NPI2000005076,Internal Medicine,Northeast,324,5.3,1194.33,1.13,0.251,0.004,0.268,0.137,0.091,0.198,0.17,2317776.18,No injected typology,0
NPI2000005077,Home Health,South,174,4.98,354.44,1.05,0.077,0.008,0.072,0.026,0.054,0.48,0.32,322925.05,No injected typology,0
NPI2000005078,Pain Management,Midwest,161,6.15,494.43,1.14,0.442,0.018,0.535,0.002,0.068,0.334,0.84,556149.94,Unbundling/modifier abuse,1
NPI2000005079,Oncology,Midwest,188,8.4,185.48,0.93,0.046,0.016,0.132,0.029,0.095,0.179,0.7,271448.56,No injected typology,0
NPI2000005080,Home Health,South,157,4.72,633.68,0.78,0.087,0.008,0.233,0.102,0.094,0.439,-0.66,368308.7,No injected typology,0
NPI2000005081,Oncology,South,80,6.46,193.67,1.22,0.189,0.025,0.062,0.005,0.105,0.503,-0.61,122342.8,No injected typology,0
NPI2000005082,Internal Medicine,West,158,8.14,599.35,0.91,0.064,0.06,0.062,0.061,0.007,0.44,0.85,703969.1,No injected typology,0
NPI2000005083,Home Health,Northeast,212,7.46,406.79,1.09,0.198,0.009,0.061,0.053,0.118,0.48,0.71,698563.69,No injected typology,0
NPI2000005084,Cardiology,Midwest,172,4.43,658.59,1.23,0.442,0.024,0.066,0.03,0.116,0.07,-0.55,616205.19,No injected typology,0
NPI2000005085,Pain Management,South,117,5.46,758.64,1.06,0.245,0.086,0.034,0.041,0.244,0.227,-0.73,514838.95,No injected typology,0
NPI2000005086,Lab,Northeast,149,8.43,160.85,1.24,0.08,0.063,0.001,0.034,0.084,0.289,-0.99,250067.61,No injected typology,0
NPI2000005087,Oncology,Northeast,90,6.14,638.48,0.76,0.3,0.021,0.123,0.014,0.226,0.34,-0.29,267862.08,No injected typology,0
NPI2000005088,Cardiology,Midwest,206,9.24,476.58,0.93,0.276,0.018,0.018,0.001,0.01,0.313,0.59,839633.53,No injected typology,0
NPI2000005089,Lab,Northeast,124,4.43,358.73,1.45,0.085,0.036,0.309,0.021,0.197,0.288,0.29,285590.15,No injected typology,0
NPI2000005090,Internal Medicine,South,208,5.11,343.92,0.8,0.166,0.033,0.083,0.092,0.081,0.422,2.29,291408.8,No injected typology,0
NPI2000005091,Cardiology,South,208,1.21,434.22,1.18,0.047,0.044,0.112,0.014,0.137,0.031,0.9,129135.56,No injected typology,0
NPI2000005092,Cardiology,Northeast,237,6.92,428.77,1.41,0.292,0.004,0.077,0.218,0.175,0.383,-1.39,988650.39,No injected typology,0
NPI2000005093,Oncology,Northeast,195,4.64,245.0,0.85,0.156,0.064,0.237,0.117,0.021,0.163,-0.31,187527.4,No injected typology,0
NPI2000005094,Internal Medicine,South,212,4.01,425.23,0.88,0.192,0.042,0.034,0.03,0.187,0.521,0.63,319442.77,No injected typology,0
NPI2000005095,Lab,West,93,5.56,310.87,0.91,0.036,0.049,0.278,0.051,0.2,0.466,-0.5,146367.7,No injected typology,0
NPI2000005096,DME Supplier,West,305,6.52,352.24,1.08,0.024,0.026,0.128,0.033,0.194,0.088,0.71,759675.83,No injected typology,0
NPI2000005097,Radiology,South,187,4.3,420.08,1.47,0.072,0.091,0.032,0.728,0.096,0.131,0.86,495256.62,Impossible frequency,1
NPI2000005098,Internal Medicine,South,191,7.77,357.43,1.14,0.207,0.025,0.068,0.015,0.098,0.347,-0.21,604685.15,No injected typology,0
NPI2000005099,Pain Management,West,181,6.26,310.44,0.97,0.569,0.014,0.244,0.042,0.265,0.169,1.56,341118.45,No injected typology,0
NPI2000005100,DME Supplier,Northeast,462,8.54,291.96,0.9,0.053,0.031,0.299,0.002,0.009,0.436,-0.94,1042532.58,No injected typology,0
NPI2000005101,Cardiology,Midwest,116,7.02,171.28,0.57,0.08,0.126,0.09,0.014,0.179,0.097,0.63,80052.3,No injected typology,0
NPI2000005102,Home Health,South,433,3.91,611.51,0.91,0.283,0.071,0.103,0.76,0.06,0.356,0.5,944081.86,Impossible frequency,1
NPI2000005103,Internal Medicine,West,859,5.6,317.34,1.15,0.268,0.005,0.365,0.074,0.115,0.142,-0.41,1749287.73,No injected typology,0
NPI2000005104,Internal Medicine,South,174,7.39,287.39,1.0,0.313,0.079,0.007,0.012,0.362,0.351,0.74,370466.52,No injected typology,0
NPI2000005105,Home Health,South,121,4.9,240.1,1.06,0.529,0.032,0.097,0.016,0.065,0.174,-0.34,150423.9,No injected typology,0
NPI2000005106,Cardiology,South,60,7.35,88.8,0.91,0.082,0.002,0.022,0.043,0.016,0.242,-0.72,35476.97,No injected typology,0
NPI2000005107,Lab,West,216,6.91,363.46,0.77,0.383,0.006,0.074,0.063,0.087,0.095,0.25,415061.68,No injected typology,0
NPI2000005108,DME Supplier,South,173,6.43,265.25,1.13,0.34,0.036,0.028,0.067,0.176,0.516,-0.95,333772.4,No injected typology,0
NPI2000005109,Lab,Northeast,84,7.47,257.97,0.92,0.204,0.029,0.037,0.032,0.056,0.246,0.08,149250.6,No injected typology,0
NPI2000005110,Lab,West,107,4.34,296.31,0.73,0.315,0.29,0.072,0.023,0.115,0.283,1.07,101140.98,Duplicate billing,1
NPI2000005111,Radiology,West,49,5.46,689.91,0.87,0.32,0.011,0.086,0.054,0.066,0.108,0.35,161204.4,No injected typology,0
NPI2000005112,Oncology,South,245,6.36,206.96,1.15,0.183,0.087,0.043,0.002,0.16,0.025,-0.73,371899.77,No injected typology,0
NPI2000005113,Cardiology,West,66,4.74,312.97,0.81,0.259,0.034,0.124,0.312,0.064,0.055,-1.73,78886.14,No injected typology,0
NPI2000005114,DME Supplier,South,142,5.61,241.75,0.95,0.12,0.06,0.098,0.036,0.394,0.271,5.18,183240.37,DME aberrancy,1
NPI2000005115,Internal Medicine,Midwest,206,5.71,260.93,1.18,0.145,0.066,0.097,0.038,0.03,0.288,-0.87,361390.07,No injected typology,0
NPI2000005116,Radiology,South,279,6.2,589.75,1.3,0.101,0.038,0.079,0.012,0.028,0.057,0.56,1329334.39,No injected typology,0
NPI2000005117,Lab,Midwest,169,5.49,265.36,1.12,0.15,0.096,0.146,0.094,0.023,0.354,-0.33,276175.08,No injected typology,0
NPI2000005118,Lab,Northeast,127,8.44,213.58,0.74,0.235,0.021,0.012,0.136,0.115,0.027,-0.14,168733.15,No injected typology,0
NPI2000005119,DME Supplier,Midwest,206,3.77,330.28,0.99,0.232,0.04,0.237,0.074,0.163,0.319,1.01,253370.24,No injected typology,0
NPI2000005120,Oncology,South,109,6.19,454.04,0.96,0.153,0.058,0.056,0.048,0.21,0.216,1.68,295248.11,No injected typology,0
NPI2000005121,Orthopedics,South,101,5.4,291.81,0.9,0.388,0.023,0.07,0.013,0.154,0.49,0.39,142921.68,No injected typology,0
NPI2000005122,Orthopedics,South,63,7.7,187.64,0.98,0.273,0.053,0.144,0.04,0.44,0.293,-0.49,89036.93,No injected typology,0
NPI2000005123,Radiology,Northeast,164,5.7,123.98,1.13,0.345,0.035,0.065,0.051,0.086,0.419,0.03,130720.5,No injected typology,0
NPI2000005124,Oncology,Midwest,95,8.34,264.06,1.42,0.412,0.059,0.104,0.006,0.179,0.171,-1.5,296207.51,No injected typology,0
NPI2000005125,Internal Medicine,South,212,7.31,291.21,1.23,0.036,0.003,0.069,0.046,0.13,0.135,0.68,552932.86,No injected typology,0
NPI2000005126,Pain Management,Midwest,304,8.4,304.18,1.1,0.318,0.006,0.089,0.175,0.028,0.367,-0.9,852512.45,No injected typology,0
NPI2000005127,Pain Management,South,121,7.91,399.43,0.97,0.456,0.088,0.128,0.074,0.083,0.265,-0.92,370479.21,No injected typology,0
NPI2000005128,Internal Medicine,Midwest,204,6.29,350.52,0.85,0.231,0.001,0.156,0.033,0.051,0.347,-0.09,380494.4,No injected typology,0
NPI2000005129,Internal Medicine,Northeast,186,7.88,810.84,1.17,0.149,0.03,0.02,0.004,0.093,0.102,1.19,1384780.73,No injected typology,0
NPI2000005130,Lab,West,150,6.84,360.24,0.62,0.088,0.062,0.149,0.014,0.026,0.119,-0.86,227906.6,No injected typology,0
NPI2000005131,Oncology,Northeast,391,6.8,692.17,1.42,0.733,0.039,0.091,0.118,0.109,0.165,2.21,2620698.9,Upcoding,1
NPI2000005132,DME Supplier,South,163,9.32,265.32,1.16,0.094,0.011,0.046,0.119,0.137,0.027,0.6,468679.25,No injected typology,0
NPI2000005133,Cardiology,South,292,5.25,218.38,1.06,0.224,0.052,0.126,0.092,0.096,0.315,0.82,354006.23,No injected typology,0
NPI2000005134,Oncology,Northeast,136,7.43,275.76,0.98,0.056,0.016,0.108,0.101,0.206,0.078,-1.14,272791.0,No injected typology,0
NPI2000005135,Orthopedics,Northeast,461,5.41,212.04,0.86,0.176,0.051,0.16,0.096,0.071,0.102,0.67,454086.15,No injected typology,0
NPI2000005136,Internal Medicine,Midwest,159,4.24,341.35,1.17,0.889,0.054,0.075,0.011,0.054,0.041,3.61,268288.16,Upcoding,1
NPI2000005137,Radiology,South,117,7.2,326.92,0.57,0.161,0.028,0.15,0.005,0.19,0.293,-0.9,158228.91,No injected typology,0
NPI2000005138,Home Health,South,146,6.55,385.61,1.19,0.151,0.053,0.096,0.032,0.149,0.263,1.65,438845.03,No injected typology,0
NPI2000005139,Home Health,Midwest,175,7.13,241.86,1.39,0.044,0.037,0.132,0.048,0.181,0.279,-0.82,418961.94,No injected typology,0
NPI2000005140,Orthopedics,West,239,6.35,948.45,1.49,1.0,0.004,0.619,0.023,0.095,0.233,7.07,2152781.81,Upcoding,1
NPI2000005141,Cardiology,Northeast,113,5.85,188.35,0.89,0.152,0.049,0.09,0.044,0.043,0.658,0.84,110743.56,No injected typology,0
NPI2000005142,Cardiology,South,433,6.54,477.05,0.92,0.075,0.32,0.128,0.004,0.088,0.196,1.23,1245525.98,Duplicate billing,1
NPI2000005143,Home Health,South,173,5.11,552.54,1.0,0.345,0.03,0.112,0.198,0.112,0.139,-1.03,488141.01,No injected typology,0
NPI2000005144,Cardiology,Midwest,289,7.59,263.5,0.84,0.386,0.02,0.063,0.023,0.02,0.356,-0.48,487120.63,No injected typology,0
NPI2000005145,Radiology,West,100,6.05,567.55,0.8,0.141,0.061,0.06,0.187,0.097,0.239,0.38,275225.07,No injected typology,0
NPI2000005146,Oncology,Midwest,205,8.22,573.72,1.05,0.115,0.009,0.085,0.063,0.215,0.215,-1.19,1010745.68,No injected typology,0
NPI2000005147,Lab,Midwest,126,7.79,1176.65,0.88,0.317,0.028,0.232,0.006,0.117,0.108,0.42,1014270.69,No injected typology,0
NPI2000005148,Internal Medicine,South,301,5.82,916.78,1.5,0.191,0.049,0.984,0.023,0.141,0.454,4.76,2407161.78,Unbundling/modifier abuse,1
NPI2000005149,Home Health,South,128,4.09,138.7,1.02,0.008,0.033,0.049,0.22,0.125,0.533,0.04,74405.91,No injected typology,0
NPI2000005150,Internal Medicine,Northeast,121,9.57,180.2,0.72,0.307,0.01,0.134,0.08,0.218,0.09,-0.16,151146.89,No injected typology,0
NPI2000005151,Cardiology,Midwest,170,6.88,312.38,0.71,0.191,0.029,0.111,0.191,0.202,0.136,-0.32,258503.66,No injected typology,0
NPI2000005152,Cardiology,West,166,8.2,403.82,1.15,0.191,0.009,0.036,0.062,0.192,0.057,-1.18,631137.46,No injected typology,0
NPI2000005153,DME Supplier,Midwest,159,3.82,255.33,1.08,0.219,0.074,0.155,0.151,0.073,0.21,0.31,167758.81,No injected typology,0
NPI2000005154,Internal Medicine,South,169,3.62,451.75,1.09,0.053,0.005,0.052,0.093,0.234,0.212,0.99,300517.55,No injected typology,0
NPI2000005155,Cardiology,South,265,8.4,463.45,1.03,0.356,0.071,0.141,0.13,0.107,0.342,0.23,1065106.83,No injected typology,0
NPI2000005156,Oncology,South,312,7.03,295.13,1.18,0.251,0.027,0.211,0.149,0.163,0.441,0.32,760627.24,No injected typology,0
NPI2000005157,Internal Medicine,Midwest,450,5.96,444.83,1.19,0.206,0.027,0.141,0.027,0.182,0.129,-0.81,1423370.1,No injected typology,0
NPI2000005158,Orthopedics,West,192,6.11,584.82,1.07,0.19,0.105,0.184,0.081,0.131,0.149,0.17,731972.06,No injected typology,0
NPI2000005159,Pain Management,Northeast,119,7.93,1146.09,1.21,0.147,0.058,0.068,0.093,0.164,0.142,-0.38,1302945.13,No injected typology,0
NPI2000005160,Internal Medicine,South,494,5.22,328.77,0.77,0.311,0.038,0.025,0.022,0.121,0.077,-1.49,654631.92,No injected typology,0
NPI2000005161,Cardiology,West,167,7.94,311.26,1.16,0.198,0.026,0.041,0.002,0.097,0.162,-0.52,480408.39,No injected typology,0
NPI2000005162,Home Health,Northeast,297,3.71,479.18,1.06,0.216,0.009,0.051,0.015,0.1,0.314,1.16,562194.42,No injected typology,0
NPI2000005163,Orthopedics,Northeast,183,5.6,243.08,1.03,0.109,0.024,0.084,0.072,0.085,0.042,-0.87,255600.8,No injected typology,0
NPI2000005164,DME Supplier,Northeast,187,5.11,205.31,0.92,0.141,0.058,0.19,0.003,0.291,0.142,-1.16,180342.31,No injected typology,0
NPI2000005165,Oncology,Northeast,82,4.34,563.75,1.21,0.051,0.127,0.074,0.014,0.182,0.018,0.49,241820.76,No injected typology,0
NPI2000005166,Internal Medicine,South,42,5.41,278.34,1.03,0.116,0.012,0.047,0.029,0.046,0.519,-0.4,65422.48,No injected typology,0
NPI2000005167,Home Health,South,145,4.87,285.34,0.98,0.059,0.061,0.232,0.655,0.16,0.379,0.9,197581.33,Impossible frequency,1
NPI2000005168,Internal Medicine,Midwest,160,6.78,268.49,1.32,0.122,0.023,0.088,0.196,0.134,0.416,0.24,383144.71,No injected typology,0
NPI2000005169,Orthopedics,South,122,6.86,288.25,0.68,0.048,0.018,0.839,0.037,0.083,0.218,3.73,163287.93,Unbundling/modifier abuse,1
NPI2000005170,Radiology,South,168,6.81,307.62,0.79,0.159,0.019,0.172,0.098,0.142,0.318,-0.41,277154.37,No injected typology,0
NPI2000005171,Oncology,Midwest,168,7.23,568.68,1.2,0.147,0.004,0.054,0.059,0.143,0.328,1.39,830937.42,No injected typology,0
NPI2000005172,Pain Management,Northeast,143,4.31,335.98,0.66,0.094,0.084,0.034,0.02,0.102,0.234,-0.42,135720.52,No injected typology,0
NPI2000005173,Home Health,Midwest,207,6.49,424.95,0.89,0.241,0.019,0.072,0.046,0.193,0.469,1.72,507664.47,No injected typology,0
NPI2000005174,Pain Management,West,149,7.54,324.78,1.09,0.456,0.103,0.111,0.035,0.044,0.173,-1.58,396781.56,No injected typology,0
NPI2000005175,Internal Medicine,West,88,5.28,567.32,1.28,0.375,0.126,0.302,0.022,0.077,0.089,-0.71,338393.34,No injected typology,0
NPI2000005176,Internal Medicine,Midwest,191,6.44,253.43,1.41,0.308,0.033,0.081,0.061,0.08,0.354,-1.5,439414.23,No injected typology,0
NPI2000005177,DME Supplier,South,176,6.21,516.03,1.03,0.546,0.083,0.202,0.037,0.046,0.476,0.9,583884.24,No injected typology,0
NPI2000005178,Lab,South,105,7.05,259.35,1.08,0.436,0.065,0.113,0.042,0.059,0.13,-0.08,207497.91,No injected typology,0
NPI2000005179,Cardiology,Midwest,61,5.67,240.15,0.91,0.218,0.041,0.083,0.006,0.152,0.366,-0.14,75341.45,No injected typology,0
NPI2000005180,Radiology,South,174,4.54,242.96,1.13,0.566,0.045,0.146,0.064,0.122,0.025,-1.3,217290.98,No injected typology,0
NPI2000005181,Home Health,Midwest,206,4.54,588.29,0.83,0.341,0.007,0.072,0.045,0.065,0.259,-0.98,455115.04,No injected typology,0
NPI2000005182,Orthopedics,West,340,4.68,332.46,0.85,0.207,0.023,0.166,0.015,0.032,0.159,-1.14,450711.68,No injected typology,0
NPI2000005183,Home Health,Northeast,123,7.34,357.0,0.92,0.276,0.039,0.063,0.076,0.052,0.299,-1.0,296733.84,No injected typology,0
NPI2000005184,Internal Medicine,Northeast,259,6.2,239.58,1.1,0.054,0.007,0.3,0.018,0.183,0.584,0.54,421278.87,No injected typology,0
NPI2000005185,Cardiology,Northeast,300,5.82,201.14,0.82,0.2,0.018,0.152,0.047,0.028,0.468,0.45,288643.33,No injected typology,0
NPI2000005186,Orthopedics,Midwest,118,8.27,159.15,0.88,0.294,0.02,0.144,0.004,0.177,0.075,-0.64,136870.16,No injected typology,0
NPI2000005187,Home Health,Midwest,340,6.22,582.38,0.9,0.42,0.057,0.128,0.013,0.204,0.338,0.25,1107305.18,No injected typology,0
NPI2000005188,Internal Medicine,Northeast,501,3.0,201.21,1.44,0.018,0.015,0.129,0.041,0.187,0.194,-0.2,435030.99,No injected typology,0
NPI2000005189,Internal Medicine,West,132,5.65,250.25,1.09,0.108,0.078,0.781,0.086,0.047,0.174,3.77,202763.96,Unbundling/modifier abuse,1
NPI2000005190,Oncology,South,284,5.68,160.66,1.24,0.294,0.019,0.156,0.088,0.044,0.195,0.49,321519.82,No injected typology,0
NPI2000005191,DME Supplier,South,124,4.18,234.1,0.72,0.145,0.023,0.086,0.102,0.138,0.153,1.67,86932.98,No injected typology,0
NPI2000005192,Lab,South,217,5.59,140.05,1.02,0.159,0.013,0.018,0.135,0.244,0.477,-1.07,173551.67,No injected typology,0
NPI2000005193,Oncology,South,30,6.16,404.33,1.63,0.242,0.077,0.048,0.006,0.229,0.123,-0.05,121444.14,No injected typology,0
NPI2000005194,Internal Medicine,South,114,8.87,286.18,0.99,0.29,0.018,0.084,0.034,0.093,0.357,-0.71,286500.98,No injected typology,0
NPI2000005195,Orthopedics,South,440,6.73,339.58,0.8,0.061,0.349,0.01,0.003,0.163,0.315,0.58,801247.45,Duplicate billing,1
NPI2000005196,Oncology,Midwest,305,5.25,778.3,1.05,0.076,0.015,0.131,0.068,0.066,0.159,-0.84,1312945.0,No injected typology,0
NPI2000005197,Internal Medicine,Northeast,296,4.2,727.05,0.95,0.175,0.052,0.093,0.789,0.248,0.252,0.36,860188.92,Impossible frequency,1
NPI2000005198,Oncology,Midwest,1200,8.78,377.81,0.69,0.051,0.099,0.131,0.021,0.058,0.319,0.34,2737277.87,No injected typology,0
NPI2000005199,Oncology,South,149,6.29,234.69,1.43,0.096,0.004,0.174,0.048,0.161,0.221,0.07,314573.1,No injected typology,0
NPI2000005200,Radiology,West,99,6.92,202.42,0.91,0.125,0.006,0.052,0.036,0.089,0.279,0.78,125987.99,No injected typology,0
NPI2000005201,Orthopedics,West,30,4.42,277.82,0.95,0.296,0.091,0.099,0.021,0.122,0.075,1.09,34947.03,No injected typology,0
NPI2000005202,Home Health,South,92,8.23,266.4,0.84,0.167,0.01,0.089,0.069,0.098,0.477,2.08,170082.42,No injected typology,0
NPI2000005203,Internal Medicine,Northeast,71,7.89,234.62,0.86,0.129,0.019,0.162,0.037,0.048,0.28,0.17,112851.0,No injected typology,0
NPI2000005204,Orthopedics,Northeast,464,8.1,333.96,1.37,0.089,0.016,0.08,0.034,0.128,0.434,-0.51,1723737.22,No injected typology,0
NPI2000005205,Internal Medicine,Midwest,146,5.84,162.44,1.4,0.216,0.086,0.145,0.036,0.064,0.161,-1.5,193778.94,No injected typology,0
NPI2000005206,Orthopedics,Northeast,78,7.77,383.97,1.05,0.458,0.075,0.243,0.065,0.059,0.2,-2.04,243391.91,No injected typology,0
NPI2000005207,Home Health,Midwest,180,5.58,385.18,1.22,0.358,0.071,0.093,0.017,0.154,0.073,-0.8,471067.9,No injected typology,0
NPI2000005208,Internal Medicine,South,215,6.27,578.84,0.92,0.155,0.031,0.115,0.015,0.077,0.375,0.01,717964.02,No injected typology,0
NPI2000005209,Lab,Northeast,175,4.25,251.81,1.03,0.065,0.07,0.033,0.054,0.038,0.44,-0.41,192050.55,No injected typology,0
NPI2000005210,Internal Medicine,Northeast,394,7.99,584.17,0.86,0.297,0.071,0.07,0.068,0.105,0.073,0.45,1590294.77,No injected typology,0
NPI2000005211,Cardiology,West,168,2.64,267.23,0.83,0.132,0.016,0.089,0.011,0.05,0.145,-0.1,98237.97,No injected typology,0
NPI2000005212,Orthopedics,South,183,5.61,81.93,1.07,0.24,0.015,0.041,0.033,0.234,0.191,-2.65,90040.67,No injected typology,0
NPI2000005213,Internal Medicine,South,254,5.12,267.39,1.06,0.319,0.033,0.218,0.097,0.006,0.047,0.05,369794.86,No injected typology,0
NPI2000005214,Radiology,South,101,9.36,568.64,1.01,0.309,0.013,0.045,0.003,0.066,0.186,-0.64,543924.85,No injected typology,0
NPI2000005215,Home Health,South,199,8.21,323.64,0.69,0.279,0.02,0.162,0.081,0.179,0.139,0.37,366794.64,No injected typology,0
NPI2000005216,DME Supplier,Midwest,144,5.96,644.43,0.68,0.368,0.067,0.1,0.041,0.144,0.104,-0.87,375577.38,No injected typology,0
NPI2000005217,Orthopedics,South,329,4.07,264.47,0.56,0.117,0.066,0.033,0.01,0.117,0.197,-0.03,197498.11,No injected typology,0
NPI2000005218,DME Supplier,Northeast,264,7.01,564.6,0.99,0.257,0.005,0.058,0.181,0.118,0.374,-0.75,1037216.95,No injected typology,0
NPI2000005219,Orthopedics,West,48,5.15,439.82,1.29,0.144,0.492,0.123,0.019,0.079,0.196,0.28,140048.44,Duplicate billing,1
NPI2000005220,Home Health,South,292,5.48,250.02,1.32,0.228,0.075,0.057,0.047,0.439,0.142,-0.82,527267.06,No injected typology,0
NPI2000005221,Lab,Midwest,205,5.49,114.26,0.55,0.37,0.093,0.231,0.169,0.13,0.161,-1.18,70667.51,No injected typology,0
NPI2000005222,Radiology,South,173,8.53,469.09,0.9,0.239,0.013,0.021,0.059,0.214,0.135,1.24,624500.63,No injected typology,0
NPI2000005223,Orthopedics,Northeast,77,6.28,394.03,0.69,0.164,0.069,0.032,0.032,0.034,0.35,0.73,130906.63,No injected typology,0
NPI2000005224,Lab,West,477,5.18,158.73,0.97,0.013,0.011,0.273,0.053,0.127,0.284,-0.39,379748.55,No injected typology,0
NPI2000005225,Cardiology,South,115,7.71,749.78,0.68,0.77,0.011,0.071,0.042,0.057,0.018,6.49,454803.97,Upcoding,1
NPI2000005226,Home Health,South,205,7.68,264.04,1.21,0.049,0.013,0.33,0.04,0.071,0.078,-0.64,501682.75,No injected typology,0
NPI2000005227,Radiology,Northeast,107,8.07,182.06,0.94,0.084,0.032,0.162,0.044,0.089,0.236,-0.43,147419.22,No injected typology,0
NPI2000005228,Orthopedics,West,263,7.66,137.82,0.93,0.18,0.053,0.146,0.091,0.262,0.136,-0.15,259122.72,No injected typology,0
NPI2000005229,Lab,South,116,9.29,483.11,0.99,0.409,0.041,0.356,0.104,0.133,0.345,1.23,515923.58,No injected typology,0
NPI2000005230,Oncology,Midwest,145,4.96,615.65,1.28,0.215,0.048,0.055,0.689,0.041,0.152,-0.34,565929.99,Impossible frequency,1
NPI2000005231,Internal Medicine,Northeast,302,5.78,590.69,0.55,0.073,0.021,0.058,0.028,0.041,0.309,2.53,566913.05,No injected typology,0
NPI2000005232,Internal Medicine,South,160,8.06,194.92,0.87,0.031,0.017,0.24,0.544,0.202,0.444,-0.15,217564.26,Impossible frequency,1
NPI2000005233,Cardiology,Northeast,146,7.47,520.52,1.26,0.526,0.021,0.117,0.009,0.045,0.31,0.62,717844.76,No injected typology,0
NPI2000005234,Internal Medicine,Midwest,379,6.46,883.66,1.06,0.277,0.079,0.057,0.028,0.193,0.03,0.75,2291067.32,No injected typology,0
NPI2000005235,Oncology,Northeast,63,7.22,167.96,1.13,0.067,0.015,0.087,0.005,0.159,0.316,1.12,86171.19,No injected typology,0
NPI2000005236,Cardiology,West,291,7.26,255.34,0.99,0.066,0.002,0.009,0.032,0.013,0.042,-0.71,533180.4,No injected typology,0
NPI2000005237,Internal Medicine,Midwest,450,4.18,676.3,0.89,0.311,0.024,0.061,0.082,0.207,0.373,-0.5,1135765.91,No injected typology,0
NPI2000005238,DME Supplier,Northeast,157,6.69,420.32,1.16,0.158,0.019,0.119,0.062,0.08,0.052,-0.21,511732.48,No injected typology,0
NPI2000005239,Oncology,South,331,5.56,286.26,1.31,0.205,0.037,0.308,0.048,0.019,0.429,0.66,690797.84,No injected typology,0
NPI2000005240,Lab,Midwest,95,5.91,523.17,0.66,0.2,0.022,0.213,0.138,0.068,0.303,0.25,193928.42,No injected typology,0
NPI2000005241,Lab,South,172,8.51,302.07,1.08,0.102,0.005,0.081,0.059,0.049,0.044,-0.56,478071.18,No injected typology,0
NPI2000005242,Internal Medicine,West,203,5.75,468.45,1.25,0.086,0.091,0.095,0.079,0.108,0.302,-0.04,681763.12,No injected typology,0
